Tag	Group	SR	SR_reverse	g__Streptococcus	g__Moraxella	g__Prevotella	g__Neisseria	g__Veillonella	g__Haemophilus	g__Acinetobacter	g__Providencia	g__Pauljensenia	g__Cutibacterium	g__Sphingomonas	g__Pseudomonas_E	g__Capnocytophaga	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Dolosigranulum	g__Porphyromonas	g__Alloprevotella	g__Rothia	g__Corynebacterium	g__Gemella	g__Moraxella_A	g__Bacillus	g__Leptotrichia_A	g__Lancefieldella	g__Brevundimonas	g__Anaeroglobus	g__Fusobacterium	g__Mesorhizobium	g__Sediminibacterium	g__Ralstonia	g__Campylobacter_A	g__Rahnella	g__Nanosynbacter	g__Abiotrophia	g__Leptotrichia	g__Rhodococcus	g__Microbacterium	g__Staphylococcus	g__Oribacterium	g__Tannerella	g__Lachnoanaerobaculum	g__Methyloversatilis	g__Pseudomonas	g__Acidovorax	g__Diaphorobacter	g__Bosea	g__Buttiauxella	g__Haemophilus_A	g__Centipeda	g__Eikenella	g__JABCPH02	g__F0422	g__Bradyrhizobium	g__Kingella_A	g__Lautropia	g__Tepidimonas	g__Bulleidia	g__Candidatus_Minimicrobia	g__Moryella	g__Treponema	g__Klebsiella	g__Metamycoplasma	g__Gulosibacter	g__Janibacter_A	g__Mogibacterium	g__Escherichia	g__Peptostreptococcus	g__Enterobacter	g__Aquabacterium	g__Arachnia	g__Comamonas	g__Cardiobacterium	g__Parvimonas	g__Dermacoccus	g__Pseudoxanthomonas_A	g__Blastomonas	g__Catonella	g__Dysosmobacter	g__Phocaeicola	g__Treponema_B	g__Paracoccus	g__Branchiibius	g__Faecalibacterium	g__Craurococcus	g__Streptomyces	g__Methylobacterium	g__Bacteroides	g__Saccharopolyspora	g__Pseudonocardia	g__Peptidiphaga	g__Stenotrophomonas	g__CAG-266	g__Pantoea	g__Lactobacillus	g__Micrococcus	g__Sphingomonas_N	g__Lactiplantibacillus	g__U87765	g__Ottowia	g__Filifactor	g__Brevibacterium	g__Kocuria	g__Lawsonibacter	g__Campylobacter_B	g__Lawsonella	g__Photobacterium	g__Ligilactobacillus	g__Tropheryma	g__Treponema_D	g__Aggregatibacter	g__Pseudoxanthomonas	g__Mixta	g__Pseudoflavonifractor	g__Brochothrix	g__Scardovia	g__Zoogloea	g__Afipia	g__Moraxella_C	g__Treponema_C	g__Sphingopyxis	g__Candidatus_Nanosynsacchari	g__Solobacterium	g__Kingella_B	g__Mycoplasma	g__Selenomonas	g__Gordonia	g__Nanoperiomorbus	g__Allisonella	g__Latilactobacillus	g__Sphingomicrobium	g__Janibacter	g__Dyella_B	g__Anaerococcus	g__Caulobacter	g__Pelomonas	g__Pseudostreptobacillus	g__Marihabitans	g__Nocardioides	g__Actinomycetospora	g__Brachybacterium	g__Streptobacillus	g__PUIC01	g__Deinococcus	g__Serratia_J	g__Wolbachia	g__CAJPNX01	g__Kluyvera	g__Candidatus_Nanoperiomorbus	g__Hyphomicrobium_C	g__Limosilactobacillus	g__Solicola	g__Rodentibacter	g__Nanosyncoccus	g__Berryella	g__Vibrio	g__Weissella	g__Olsenella_F	g__Campylobacter	g__Noviherbaspirillum_A	g__Dialister	g__Lactococcus_A	g__Friedmanniella	g__Epilithonimonas	g__Curtobacterium	g__Vagococcus	g__Pseudomonas_B	g__Carnobacterium	g__Bifidobacterium	g__Allosphingosinicella	g__Microcella	g__Peptoanaerobacter	g__Isoptericola	g__Thermus	g__Telluria	g__Microvirga	g__Aeromonas	g__Blastococcus	g__Methylophilus	g__Segatella	g__Slackia	g__Pediococcus	g__Duffyella	g__Flavonifractor	g__Kingella	g__Fretibacterium	g__Vagococcus_D	g__Psychrobacter	g__Azospira	g__Lelliottia	g__Microlunatus_A	g__Marmoricola	g__Johnsonella	g__Enterenecus	g__Nocardiopsis	g__Leuconostoc	g__Candidatus_Nitrosocosmicus	g__Pandoraea	g__Methanocorpusculum	g__Intestinimonas	g__Clavibacter	g__Pseudorhodoferax	g__Peptoniphilus	g__Chryseobacterium	g__Thermophilibacter	g__Cryptobacterium	g__Cellulosimicrobium	g__Brevibacillus	g__Olsenella	g__Caldimonas	g__Labrys	g__Mediterraneibacter	g__Mesorhizobium_B	g__Geodermatophilus	g__Jeotgalicoccus	g__Ornithinimicrobium	g__Aureimonas	g__Candidatus_Nanosynbacter	g__Ezakiella	g__Nesterenkonia	g__Thermoactinomyces	g__Bergeyella_A	g__Methylovorus	g__Citrobacter	g__Bacillus_O	g__Hyphomicrobium_B	g__Serratia_A	g__Aliterella	g__Agrobacterium	g__Akkermansia	g__Beutenbergia	g__Acidocella	g__Erwinia	g__Bergeyella	g__VLJP01	g__Enterococcus_B	g__Pseudoroseomonas	g__Morganella	g__Lysobacter_F	g__Cloacibacterium	g__Siphonobacter	g__Jatrophihabitans	g__Pluralibacter	g__Leclercia	g__Tepidiphilus	g__Phenylobacterium	g__Thiobacillus	g__Paenacidovorax	g__Sphingobium	g__Aedoeadaptatus	g__Arsenicibacter	g__Fodinibacter	g__Pseudactinotalea	g__Mycobacterium	g__Anoxybacillus	g__Lacticaseibacillus	g__Agrococcus	g__Arthrobacter	g__Sphingomonas_B	g__Fructilactobacillus	g__Knoellia	g__Shuttleworthia	g__Peptoniphilus_A	g__Finegoldia	g__Azonexus	g__Trinickia	g__Thermoactinomyces_A	g__Thiomonas	g__Planococcus	g__Quadrisphaera	g__Aquipuribacter
A9290	HSC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A929	HSC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A949	HSC	0.927	0.073	0.665634555	0	0.069246515	0.028236254	0.070334767	0	0.002416179	0	0.004961911	0.002746541	0.003206457	0.010318961	0.001787843	0.104588796	0	0.003510908	0	0	0	0.006730321	0	0	0.00213116	0.003407265	0.006607245	0	0.002176504	0	0	0.001314971	0	0.001917396	0.004100378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001029953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003595118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A9547	HSC	1	0	0.054187192	0	0	0	0	0	0.100596318	0	0	0.131190044	0.134042002	0	0	0	0	0	0	0	0	0	0	0	0.096188748	0.135597615	0	0	0.027396076	0	0	0.098435745	0	0.045977011	0	0	0	0	0	0.017975974	0.025926886	0.025494771	0	0	0	0	0	0.016852476	0.021432893	0.028260306	0	0	0	0	0	0	0	0	0	0.014605479	0	0	0	0	0	0	0.013136289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012704174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A9554	HSC	0.871	0.129	0.15731073	0	0.02567906	0.008167983	0.006858024	0	0.028279715	0	0.005066461	0.142149875	0.067328068	0	0.020940089	0.003120786	0.00412252	0.019437488	0	0.013369293	0.002523599	0.008726642	0.024947024	0.00445001	0.024176459	0.072991716	0	0.004816028	0.06771335	0.006145251	0	0.04137931	0	0.0472356	0	0	0.005104989	0.002369486	0	0.012502408	0.003217107	0.018455018	0.004161048	0.004507802	0.003968407	0	0	0.015449817	0.009670584	0.017491813	0	0.00248507	0	0	0.003756502	0	0	0	0.005759969	0.010017338	0	0	0	0	0	0	0.004623387	0.01082643	0	0.003159314	0	0.015892892	0	0	0.003448276	0	0	0.003717973	0	0	0	0	0	0	0	0	0	0	0.00412252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005740705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754768	0	0	0	0	0.003101522	0	0	0	0	0	0	0	0.002080524	0.002831824	0	0	0	0	0.004469274	0	0	0	0.002465806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004912348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A9635	HSC	0.778	0.222	0.883890518	0.003621492	0.008696509	0.01965953	0.009928309	0	0.003030228	0	0.011849917	0.007612525	0.010667389	0	0	0	0	0	0	0	0.004927201	0	0	0.01423961	0.00357222	0	0	0	0.002980956	0	0	0.003769308	0	0.00394176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007612525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A9849	LSC	0.126	0.874	0.446758285	0	0.007935585	0.267606924	0.025494565	0.000518739	0.00044149	0	0.005680979	0.002199813	0.003731777	0	0.005029748	0.008810929	0.048733625	0.022324193	0	0.002848798	0.005909583	0.007295133	0.002167476	0.00592665	0.000155397	0.00032337	0.000134737	0.001337493	0.034517481	0	0.000204352	0.001962226	0.000143271	0.001249016	0.002540699	0	0	0.01191977	0.007343189	0.000270373	0.000249713	4.53616E-05	0.002395631	5.97336E-05	7.59021E-05	0	0.00053356	0.000336844	0.000378612	0.000527272	0	0	0.000580718	0.0001024	0.000430261	0.01544001	0.00036424	0.036197207	0.004213688	0.000349419	0	0	0	0	0	0	4.58107E-05	6.19792E-05	0	4.89546E-05	0	0.000145516	0.000141025	0.000392535	6.24283E-05	7.63512E-05	0	0	4.71581E-05	0	0	0	0	0	0	0	0	0	8.66811E-05	9.07232E-05	0	0	0.000268577	0	5.61406E-05	0	5.0302E-05	0	7.27582E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001231051	0.000534009	0	0	6.64705E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000768003	0	0	0.000279356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89546E-05	0	0.000308998	9.70109E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019492	0	0	0	0	0	0	0	0	0	0	0	6.01827E-05	0	0	9.43162E-05	0	0	0	0	0	0	0	0	9.79092E-05	0	0	5.83862E-05	9.52144E-05	0	8.53337E-05	0	0	0	0	0	0	0	0	7.05126E-05	0	0	6.01827E-05	0	0	0	5.56915E-05	0	0	0	4.85055E-05	0	4.71581E-05	0	4.53616E-05	0	0	0	0	0	0	0	0	0	0
A987	LSC	0.307	0.693	0.243693795	0	0.100016146	0.025831581	0.161528831	0	0.000357391	0	0.244790676	0.001056086	0.003981294	0	0.004065758	0.011843904	0.001343378	0.037547353	0	0.006704823	0.004817314	0.007704025	0.000693523	0.029468699	0.000390143	0.00017927	0.001077345	0.020405783	0.000669391	0.002089188	0.005981996	0.000490695	0.000107447	0.000742363	0.010439046	0	0.024558303	0.000745236	0	0.000120663	0.000293038	0	0.013087304	0.006268713	0.002535065	0	7.06739E-05	0.000271204	0.000140199	0.000253392	0	0	0.008108532	0.000314298	0	0.001080793	9.71047E-05	0	0.005042551	6.60772E-05	0.003553229	0	0	0	0	0.000118939	0	0.000147668	0	0	0.001135953	0	8.79114E-05	0.000109171	0	0.000202254	0.000209149	0	0	0	0.001704791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60772E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000402209	0	0	0	0	0	0.000174099	0	0	0	0	0	0	0	0	0	0	0	0	0.000114917	0.000116066	0	0	0	0	0	0	0.00016548	0	0	0	0	0	0	0.000103425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13589E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.97568E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A9895	HSC	0.937	0.063	0.77799592	0	0.0945436	0.005558389	0.045079041	0	0	0	0.00400306	0	0	0	0	0.00645079	0	0.007241203	0	0	0.005303417	0.006195818	0	0	0.004105048	0	0	0	0	0.006858746	0	0	0	0	0	0	0	0	0	0	0	0.036664967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1757	LSC	0.116	0.884	0.114637353	0	0.414427458	0.172468275	0.000180508	0	6.23184E-05	0	0.044961102	0.000136456	8.38075E-05	0	0.102813514	0.011285537	0	0.011641181	0	0.01781876	0.00067046	0.020187933	0.000194476	0	0.000131083	0	0.017320213	0.00312935	5.69461E-05	0.000101536	0	0.000218114	0	0	0.005941736	0	5.80206E-05	0.016810921	0	0	0	0	0.004124295	0.016526728	0.003371639	0	0	0	0	0	0	0	0.002092501	0.000427633	0	0	0	0	0.000159557	0	0.000287417	0	0	5.426E-05	0	0.001777686	0	0	0.004204342	0	0.009247833	0	0	0.001402164	0	0	0	0	0	0	0.000110669	0	0	0	0	0	0	0	0	0	0	0	0	0.000107445	0	0	0	0	0	0	0	0	0	0.000554419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33928E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1772	HSC	0.991	0.009	0.511006238	0	0.075454178	0	0.169993118	0.015698227	0	0	0.011743628	0	0	0	0	0	0	0	0	0	0.008280624	0.004041993	0	0	0	0	0	0.15368313	0	0.036399786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013699079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2200	LSC	0.311	0.689	0.004032726	0	0.001705631	0.000346244	0.000579685	0	0	0	0.001569849	0	0	0.705769795	5.95352E-05	0.000614675	8.04247E-05	0.000142571	0	0.000129515	8.9825E-05	0.000194795	0	6.89355E-05	0	0	0	0.000226652	0	0	0	0	0	0	0.002748019	0.202497971	0.000441292	5.43128E-05	0	0	0	0	0.000174428	0	0.000102359	0	0	0	0	0	0.077473034	0	0.000115937	0	8.77361E-05	0	0	0	0.000312299	0	8.66916E-05	0.000160327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2220	LSC	0.259	0.741	0.452004486	0	0.060445743	0.056819512	0.01806429	0.004719	0.032399487	0	0.080910376	0.00126915	0.00107371	0.004140849	0.014018439	0.041139228	0.00900174	0.026741708	0	0.032177121	0.015268529	0.006930559	0.000862841	0.008057214	0.001383813	0.000541847	0.002351634	0.005994202	0.00021571	0.00600237	0.004534754	0.000323414	0	0.000273798	0.01083089	0.00073759	0.008512535	0.011159447	0.005422403	0.000109822	0.000129184	0.000138865	0.004685721	0.005796039	0.017321255	0	0	0.000135537	0.000109217	8.80388E-05	0.000279546	0	0.000764516	0.000589346	0.007037053	0.000254738	3.41869E-05	0.000576942	0.003929072	6.02052E-05	0.001120604	0.00986095	0.008832016	0.000285597	0	0	0.00011315	5.35494E-05	0.00095209	4.81037E-05	0.000592068	7.86601E-05	0	0.000286807	6.2323E-05	0.006122781	3.78174E-05	6.05078E-05	0	0	0.000476499	0	0	0	0	0	0	0	3.78174E-05	3.29767E-05	0	0	0	0.000109822	5.08265E-05	0	0	0.000116477	0	0	0	0	7.8055E-05	0	0	3.75148E-05	0	0.000187574	3.1464E-05	0	0	0	0.000247477	0	0	0	0	0	0	0	0	0	0	0	0.000614759	0.000103166	0	0	0	0	0.000149757	0	0	0	0	0	3.75148E-05	0	0	0	0	3.0859E-05	3.60021E-05	0	0	3.0859E-05	0	0	0	0.000746061	0	0.000785088	4.62884E-05	3.05564E-05	0	0	0	0	0	4.20529E-05	0.000492836	0	0	0	0	0	5.08265E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23554E-05	0	0	0	0	0	0	0	0	0	0	3.02539E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66072E-05	8.62236E-05	0	0	3.23717E-05	0	0	0	0	0	0	0	0	0	0	0	3.72123E-05	0	0	0	0	0	3.41869E-05	0	0	0	0	0	0	0	0	0	5.80875E-05	0	0	0	0	0	4.90113E-05	0	0	0	0	0	0	4.35656E-05	4.20529E-05	0	0	0	0	0	3.02539E-05	0
B2235	HSC	1	0	0	0	0	0	0	0	0.393442623	0	0	0.307832423	0.298724954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2755	LSC	0.104	0.896	0.115544544	0	0.050603621	0.466104924	0.06363902	0	0	0	0.024313111	0.000988699	0	0	0.032311522	0.006500169	0.104089193	0.006191639	0	0.045564295	0.001418771	0.005394603	0.001315928	0.001809109	0	0	0.004256314	0.000864819	0	0.00540629	0.007622097	0.000416048	0	0	0.014283544	0	0	0.015779448	0.002040506	0	0	0	0.002395783	0.001657181	0.000829759	0	0	0	0.00027347	0	0	0	0.001016747	0.006098145	0.000409036	0.000392675	0	0.000780675	0	0	0.001304241	0	0	0	0	0	0	0	0.000289831	0	0.000582	0	0	0.003258265	0	0.000778337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112578	0	0	0	0	0	0	0	0	0.00074094	0	0	0	0	0.000472145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2971	HSC	0.978	0.022	0.03263904	0.766176166	0.001145489	0.000230175	0.002299055	0.002304439	0.000228829	0	0.000535728	0.002336744	0	0	0.000209984	0.012698643	0.000386317	0	0.015479584	0.0002046	0	0.000607069	0.136563586	0.000216714	0.000387663	0.000169602	0	0	0	0	0.000693216	0.000355357	0	0	0.000418622	0	0.00036478	0	0	0	0	0.022748259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205946	0	0	0	0	0.000187101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
