
Tag	g__Mycoplasmoides	GB	Group	g__Streptococcus	g__Moraxella	g__Prevotella	g__Neisseria	g__Veillonella	g__Haemophilus	g__Acinetobacter	g__Providencia	g__Pauljensenia	g__Cutibacterium	g__Sphingomonas	g__Pseudomonas_E	g__Capnocytophaga	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Dolosigranulum	g__Porphyromonas	g__Alloprevotella	g__Rothia	g__Corynebacterium	g__Gemella	g__Moraxella_A	g__Bacillus	g__Leptotrichia_A	g__Lancefieldella	g__Brevundimonas	g__Anaeroglobus	g__Fusobacterium	g__Mesorhizobium	g__Sediminibacterium	g__Ralstonia	g__Campylobacter_A	g__Rahnella	g__Nanosynbacter	g__Abiotrophia	g__Leptotrichia	g__Rhodococcus	g__Microbacterium	g__Staphylococcus	g__Oribacterium	g__Tannerella	g__Lachnoanaerobaculum	g__Methyloversatilis	g__Pseudomonas	g__Acidovorax	g__Diaphorobacter	g__Bosea	g__Buttiauxella	g__Haemophilus_A	g__Centipeda	g__Eikenella	g__JABCPH02	g__F0422	g__Bradyrhizobium	g__Kingella_A	g__Lautropia	g__Tepidimonas	g__Bulleidia	g__Candidatus_Minimicrobia	g__Moryella	g__Treponema	g__Klebsiella	g__Metamycoplasma	g__Gulosibacter	g__Janibacter_A	g__Mogibacterium	g__Escherichia	g__Peptostreptococcus	g__Enterobacter	g__Aquabacterium	g__Arachnia	g__Comamonas	g__Cardiobacterium	g__Parvimonas	g__Dermacoccus	g__Pseudoxanthomonas_A	g__Blastomonas	g__Catonella	g__Phocaeicola	g__Treponema_B	g__Paracoccus	g__Branchiibius	g__Faecalibacterium	g__Craurococcus	g__Streptomyces	g__Methylobacterium	g__Bacteroides	g__Saccharopolyspora	g__Pseudonocardia	g__Peptidiphaga	g__Stenotrophomonas	g__Pantoea	g__Lactobacillus	g__Micrococcus	g__Sphingomonas_N	g__U87765	g__Ottowia	g__Filifactor	g__Brevibacterium	g__Kocuria	g__Campylobacter_B	g__Lawsonella	g__Photobacterium	g__Ligilactobacillus	g__Tropheryma	g__Treponema_D	g__Aggregatibacter	g__Pseudoxanthomonas	g__Mixta	g__Brochothrix	g__Scardovia	g__Zoogloea	g__Afipia	g__Moraxella_C	g__Treponema_C	g__Sphingopyxis	g__Candidatus_Nanosynsacchari	g__Solobacterium	g__Kingella_B	g__Mycoplasma	g__Selenomonas	g__Gordonia	g__Nanoperiomorbus	g__Allisonella	g__Latilactobacillus	g__Sphingomicrobium	g__Janibacter	g__Dyella_B	g__Anaerococcus	g__Pelomonas	g__Pseudostreptobacillus	g__Nocardioides	g__Actinomycetospora	g__Brachybacterium	g__Streptobacillus	g__PUIC01	g__Deinococcus	g__Serratia_J	g__Wolbachia	g__CAJPNX01	g__Kluyvera	g__Candidatus_Nanoperiomorbus	g__Hyphomicrobium_C	g__Limosilactobacillus	g__Rodentibacter	g__Nanosyncoccus	g__Berryella	g__Vibrio	g__Weissella	g__Olsenella_F	g__Campylobacter	g__Noviherbaspirillum_A	g__Dialister	g__Lactococcus_A	g__Friedmanniella	g__Epilithonimonas	g__Vagococcus	g__Pseudomonas_B	g__Carnobacterium	g__Bifidobacterium	g__Allosphingosinicella	g__Microcella	g__Peptoanaerobacter	g__Isoptericola	g__Thermus	g__Telluria	g__Microvirga	g__Aeromonas	g__Blastococcus	g__Methylophilus	g__Segatella	g__Slackia	g__Pediococcus	g__Duffyella	g__Flavonifractor	g__Kingella	g__Fretibacterium	g__Vagococcus_D	g__Psychrobacter	g__Azospira	g__Lelliottia	g__Microlunatus_A	g__Marmoricola	g__Johnsonella	g__Enterenecus	g__Nocardiopsis	g__Leuconostoc	g__Candidatus_Nitrosocosmicus	g__Pandoraea	g__Methanocorpusculum	g__Intestinimonas	g__Clavibacter	g__Pseudorhodoferax	g__Peptoniphilus	g__Chryseobacterium	g__Thermophilibacter	g__Cryptobacterium	g__Cellulosimicrobium	g__Brevibacillus	g__Olsenella	g__Caldimonas	g__Labrys	g__Mediterraneibacter	g__Geodermatophilus	g__Jeotgalicoccus	g__Ornithinimicrobium	g__Candidatus_Nanosynbacter	g__Ezakiella	g__Nesterenkonia	g__Bergeyella_A	g__Methylovorus	g__Citrobacter	g__Bacillus_O	g__Hyphomicrobium_B	g__Serratia_A	g__Aliterella	g__Akkermansia	g__Beutenbergia	g__Acidocella	g__Erwinia	g__Bergeyella	g__VLJP01	g__Enterococcus_B	g__Pseudoroseomonas	g__Morganella	g__Lysobacter_F	g__Cloacibacterium	g__Jatrophihabitans	g__Pluralibacter	g__Leclercia	g__Tepidiphilus	g__Phenylobacterium	g__Thiobacillus	g__Sphingobium	g__Aedoeadaptatus	g__Arsenicibacter	g__Pseudactinotalea	g__Mycobacterium	g__Anoxybacillus	g__Lacticaseibacillus	g__Agrococcus	g__Arthrobacter	g__Sphingomonas_B	g__Knoellia	g__Shuttleworthia	g__Peptoniphilus_A	g__Finegoldia	g__Trinickia	g__Thermoactinomyces_A	g__Thiomonas	g__Quadrisphaera
B3132	0.896076259	0.034122687	HSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3165	1	0	HSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3295	1	0	HSC	0.120126331	0	0.182840352	0.043020881	0.019254371	0.02151795	0	0	0.005519486	0	0	0	0.005971129	0.003666784	0.003509084	0.005711515	0	0.008169269	0.076149598	0.011545327	0.00034651	0.002492083	0	0	0.000584669	0.000260687	0	0.005698641	0.025212626	0	0	0	0.006546143	0	0.013442014	0.001939598	0.008515779	0	0	0	0	0.00145899	0.000945125	0	0	0	0	0	0	0.073614604	0.00031969	0.002058677	0.002370858	0	0	0.000315399	0.021593045	0	0	0	0	0.016664664	0	0.002792463	0	0	0.000809954	0	0.001858066	0	0	0.000417314	0	0.000314326	0.000208121	0	0	0	0	0	0.00534784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577159	0.002238905	0	0	0	0	0	0	0	0.000209193	0.00208657	0	0	0	0	0	0	0	0.000259614	0	0.000658691	0	0	0	0	0	0	0.001793699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001356002	0	0	0	0	0	0	0	0.000474172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3576	0.226380241	0.343885854	HSC	0	0	0	0	0	0	0	0	0	0.006275434	0	0	0	0	0	0	0	0	0.006275434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3582	0.989185557	0.004970042	HSC	0.233458138	0	0.024286844	0.009903307	0.024668527	0	0.000847427	0	0.001740292	0.000963295	0.001124601	0.003619171	0.00062705	0.036682449	0	0.001231382	0	0	0	0.002360527	0	0	0.000747462	0.001195031	0.00231736	0	0.000763366	0	0	0.0004612	0	0.000672489	0.001438126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001260917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3655	1	0	HSC	0.002130457	0	0	0	0	0	0.003955107	0	0	0.005157949	0.005270079	0	0	0	0	0	0	0	0	0	0	0	0.003781817	0.00533124	0	0	0.001077121	0	0	0.003870161	0	0.001807661	0	0	0	0	0	0.000706755	0.001019358	0.001002368	0	0	0	0	0	0.000662582	0.000842669	0.0011111	0	0	0	0	0	0	0	0	0	0.000574238	0	0	0	0	0	0	0.000516475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B6110	1	0	HSC	0.015311116	0	0.002499353	0.000794993	0.000667494	0	0.002752476	0	0.000493121	0.013835504	0.006553068	0	0.002038107	0.000303747	0.000401246	0.001891858	0	0.001301239	0.000245623	0.000849368	0.002428104	0.000433121	0.002353104	0.007104313	0	0.000468746	0.006590567	0.00059812	0	0.004027465	0	0.00459746	0	0	0.000496871	0.000230623	0	0.001216864	0.000313122	0.001796234	0.000404996	0.000438746	0.000386247	0	0	0.001503737	0.000941242	0.001702485	0	0.000241873	0	0	0.000365622	0	0	0	0.00056062	0.000974991	0	0	0	0	0	0	0.000449996	0.001053741	0	0.000307497	0	0.001546861	0	0	0.000335622	0	0	0.000361872	0	0	0	0	0	0	0	0	0	0.000401246	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000558745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268123	0	0	0	0	0.000301872	0	0	0	0	0	0.000202498	0.000275623	0	0	0	0	0.000434996	0	0	0	0.000239998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1320	0.768044519	0.130175177	HSC	0.490558814	0.002009927	0.004826558	0.01091103	0.005510207	0	0.001681775	0	0.006576699	0.004224948	0.005920396	0	0	0	0	0	0	0	0.002734594	0	0	0.007902977	0.001982581	0	0	0	0.001654429	0	0	0.002091964	0	0.002187675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004224948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1557	0.99510809	0.002177893	HSC	0.446379979	0	0.007928865	0.26738032	0.025472977	0.0005183	0.000441116	0	0.005676168	0.00219795	0.003728617	0	0.005025489	0.008803468	0.048692359	0.02230529	0	0.002846386	0.005904579	0.007288956	0.002165641	0.005921631	0.000155266	0.000323096	0.000134623	0.001336361	0.034488252	0	0.000204179	0.001960564	0.000143149	0.001247958	0.002538547	0	0	0.011909677	0.007336971	0.000270144	0.000249502	4.53E-05	0.002393603	5.97E-05	7.58E-05	0	0.000533108	0.000336558	0.000378292	0.000526826	0	0	0.000580227	0.000102314	0.000429897	0.015426935	0.000363932	0.036166556	0.00421012	0.000349123	0	0	0	0	0	0	4.58E-05	6.19E-05	0	4.89E-05	0	0.000145393	0.000140906	0.000392203	6.24E-05	7.63E-05	0	0	4.71E-05	0	0	0	0	0	0	0	0	8.66E-05	9.06E-05	0	0	0.000268349	0	5.61E-05	5.03E-05	0	7.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209115	0	0	0	0	0	0	0	0	0	0	0	0.001230008	0.000533557	0	0	6.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000767353	0	0	0.000279119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89E-05	0	0.000308736	9.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194755	0	0	0	0	0	0	0	0	0	6.01E-05	0	9.42E-05	0	0	0	0	0	0	0	9.78E-05	0	0	5.83E-05	9.51E-05	0	8.53E-05	0	0	0	0	0	0	0	7.05E-05	0	6.01E-05	0	0	5.56E-05	0	0	0	4.85E-05	0	4.71E-05	4.53E-05	0	0	0	0	0	0	0
C1704	0.978393728	0.003889129	HSC	0.205473419	0	0.084329843	0.021780215	0.13619502	0	0.000301339	0	0.206398268	0.000890452	0.003356877	0	0.003428094	0.009986333	0.001132686	0.031658512	0	0.005653254	0.004061777	0.006495743	0.000584753	0.024846896	0.000328954	0.000151154	0.000908377	0.017205387	0.000564405	0.001761525	0.005043793	0.000413735	9.06E-05	0.000625932	0.00880181	0	0.020706635	0.000628355	0	0.000101738	0.000247079	0	0.011034721	0.005285543	0.002137472	0	5.96E-05	0.000228669	0.00011821	0.00021365	0	0	0.006836809	0.000265004	0	0.000911284	8.19E-05	0	0.004251689	5.57E-05	0.002995948	0	0	0	0	0.000100285	0	0.000124508	0	0	0.000957793	0	7.41E-05	9.20E-05	0	0.000170533	0.000176346	0	0	0	0.001437416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000339127	0	0	0	0	0	0.000146794	0	0	0	0	0	0	0	0	0	0	9.69E-05	9.79E-05	0	0	0	0	0	0	0.000139527	0	0	0	0	0	8.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70E-05	0	0	0	0	0	0	0	0	0	0	5.04E-05	0	0	0	0	0	0	0	0	0	0	0	0
C1778	0.988250337	0.00494177	HSC	0.77799592	0	0.0945436	0.005558389	0.045079041	0	0	0	0.00400306	0	0	0	0	0.00645079	0	0.007241203	0	0	0.005303417	0.006195818	0	0	0.004105048	0	0	0	0	0.006858746	0	0	0	0	0	0	0	0	0	0	0	0.036664967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2750	0.969004356	0.003321748	HSC	0.114302565	0	0.41321716	0.171964597	0.000179981	0	6.21E-05	0	0.044829797	0.000136057	8.36E-05	0	0.102513256	0.011252579	0	0.011607184	0	0.017766722	0.000668502	0.020128976	0.000193908	0	0.000130701	0	0.017269631	0.003120211	5.68E-05	0.000101239	0	0.000217477	0	0	0.005924383	0	5.79E-05	0.016761826	0	0	0	0	0.00411225	0.016478463	0.003361793	0	0	0	0	0	0	0	0.00208639	0.000426384	0	0	0	0	0.000159091	0	0.000286577	0	0	5.41E-05	0	0.001772494	0	0	0.004192064	0	0.009220826	0	0	0.001398069	0	0	0	0	0	0	0.000110346	0	0	0	0	0	0	0	0	0	0	0	0.000107132	0	0	0	0	0	0	0	0.0005528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3057	1	0	HSC	0.496239246	0	0.073273713	0	0.165080679	0.015244582	0	0	0.011404263	0	0	0	0	0	0	0	0	0	0.008041331	0.003925188	0	0	0	0	0	0.149242014	0	0.03534791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013303205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3070	0.793318642	0.061354586	HSC	0.103105528	0	0.122433638	0.519085882	0.123035031	0	0.003073788	0	0	0.011994454	0.01954528	0	0.014182857	0	0.014032509	0	0	0.020297021	0	0.009121131	0	0	0.011376355	0.004460333	0	0	0	0	0.007266835	0.004226458	0	0.004944789	0	0	0	0	0	0	0.007818112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0035109-A430	0.991847355	0.002316538	HSC	0.00401988	0	0.001700198	0.000345141	0.000577838	0	0	0	0.001564848	0	0	0.703521637	5.93E-05	0.000612717	8.02E-05	0.000142117	0	0.000129103	8.95E-05	0.000194174	0	6.87E-05	0	0	0	0.00022593	0	0	0	0	0	0	0.002739265	0.201852934	0.000439886	5.41E-05	0	0	0	0	0.000173872	0	0.000102033	0	0	0	0	0	0.077226252	0	0.000115568	0	8.75E-05	0	0	0	0.000311304	0	8.64E-05	0.000159817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HD0035110-A649-2	1	0	HSC	0.451705068	0	0.060405702	0.056781874	0.018052324	0.004715874	0.032378025	0	0.080856779	0.00126831	0.001072999	0.004138106	0.014009152	0.041111976	0.008995777	0.026723994	0	0.032155806	0.015258415	0.006925968	0.000862269	0.008051876	0.001382896	0.000541488	0.002350076	0.005990231	0.000215567	0.005998394	0.00453175	0.0003232	0	0.000273616	0.010823715	0.000737101	0.008506896	0.011152054	0.005418811	0.000109749	0.000129098	0.000138773	0.004682617	0.005792199	0.017309781	0	0	0.000135448	0.000109144	8.80E-05	0.000279361	0	0.000764009	0.000588955	0.007032391	0.000254569	3.42E-05	0.000576559	0.003926469	6.02E-05	0.001119861	0.009854418	0.008826165	0.000285407	0	0	0.000113075	5.35E-05	0.000951459	4.81E-05	0.000591676	7.86E-05	0	0.000286617	6.23E-05	0.006118725	3.78E-05	6.05E-05	0	0	0.000476183	0	0	0	0	0	0	3.78E-05	3.30E-05	0	0	0	0.000109749	5.08E-05	0	0.0001164	0	0	0	7.80E-05	0	0	3.75E-05	0.00018745	3.14E-05	0	0	0	0.000247313	0	0	0	0	0	0	0	0	0	0	0.000614352	0.000103097	0	0	0	0	0.000149658	0	0	0	0	0	3.75E-05	0	0	3.08E-05	3.60E-05	0	0	3.08E-05	0	0	0	0.000745567	0	0.000784568	4.63E-05	3.05E-05	0	0	0	0	4.20E-05	0.000492509	0	0	0	0	0	5.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0	0	0	0	0	0	0	0	0	0	3.02E-05	0	0	0	0	0	0	0	0	0	0	0	3.66E-05	8.62E-05	0	3.24E-05	0	0	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0	0	3.42E-05	0	0	0	0	0	0	0	5.80E-05	0	0	0	0	4.90E-05	0	0	0	0	0	4.35E-05	4.20E-05	0	0	0	3.02E-05
HD0035111-A429-3	0.959095164	0	HSC	0.111671847	0	0.048907543	0.450482524	0.061506036	0	0	0	0.023498211	0.000955561	0	0	0.031228539	0.006282304	0.100600445	0.005984115	0	0.04403712	0.001371218	0.005213793	0.001271822	0.001748473	0	0	0.004113655	0.000835833	0	0.005225088	0.007366628	0.000402104	0	0	0.013804804	0	0	0.015250569	0.001972115	0	0	0	0.002315484	0.001601637	0.000801948	0	0	0	0.000264304	0	0	0	0.000982669	0.005893754	0.000395327	0.000379513	0	0.000754509	0	0	0.001260527	0	0	0	0	0	0	0	0.000280117	0	0.000562493	0	0	0.003149058	0	0.00075225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001075288	0	0	0	0	0	0	0.000716106	0	0	0	0.00045632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
